Well,Date,Well,Tubing OD (in),Plunger Diameter (in),Pump Intake Depth (ft),Pump Intake Depth TVD (ft),Damp Up,Damp Down,Formation Depth (ft),Formation Depth TVD (ft),Tubing Pressure (psi (g)),Oil API (deg.API),Water Specific Gravity (Sp.Gr.H2O),Gas Specific Gravity (Sp.Gr.AIR),Gearbox Rating (in-lb),Measured Stroke Length (in),Rated HP (HP),Dynamometer Date,PPRL (lb),MPRL (lb),PPMPL (lb),MPMPL (lb),Polished Rod Power (HP),Plunger Stroke (in),SPM (spm),Pump Volumetric Fillage (%),Effective Plunger Stroke (in),Pump Displacement (BBL/D),Unaccounted Friction (lb),Gearbox Peak Existing (in-lb),Stroke,Measured Load TV (lbf),Calculate Buoyant Rod Weight (lbf),Measured Load SV (lbf),Calc. Fluid Load (lbf),Total Gaseous Liquid Column HT (TVD) (ft),Equivalent Gas Free Liquid HT (TVD) (ft),-389501417quid (%),Pump Intake Pressure (psi (g)),
EPC\104.001,04/26/04 - 11:59,X,3.500,2.750,2500.00,2259.24,0.05,0.05,2500.00,2259.24,X,20,1.05,X,160000,54.000,X,04/26/04 - 12:46,9837,2514,4345,-709,5.2,48.3,8.867,94.62,45.7,357.0,708.6,89728.4,0,8202,4383,6134,5780,1119,979,87,483.9,
EPC\106.001,01/02/02 - 08:35,X,3.500,1.750,5416.67,3264.71,0.05,0.05,5416.67,3264.71,X,20,1.05,X,320000,96.000,X,01/02/02 - 09:05,14156,3962,5158,-1641,10.5,86.1,7.143,98.54,84.9,216.5,1640.7,280153.6,0,9849,6500,5814,3181,134,98,73,114.5,
EPC\107.001,01/03/02 - 09:55,X,3.500,2.750,2624.67,2624.67,0.05,0.05,2624.67,2624.67,X,20,1.05,X,320000,120.000,X,01/03/02 - 10:34,11026,1510,4522,-2279,14.6,113.2,6.923,97.42,110.3,673.3,2279.0,296911.7,0,8109,5057,3810,6837,1714,1071,63,427.2,
EPC\109.001,04/26/04 - 10:45,X,3.500,2.750,2788.71,2788.71,0.05,0.05,2788.71,2788.71,X,20,1.05,X,228000,54.000,X,04/26/04 - 11:25,12301,4311,6484,-252,2.0,43.6,6.102,26.93,11.7,63.2,252.5,106798.9,0,11311,5420,5502,6837,357,357,100,211.8,
EPC\111.001,01/27/04 - 16:12,X,3.500,2.500,3221.78,2096.83,0.05,0.05,3221.78,2096.83,X,22,1.05,X,228000,54.000,X,01/27/04 - 16:29,10318,3166,5757,-653,2.7,50.5,6.360,20.96,10.6,49.0,653.2,84644.7,4,8165,4008,5333,4108,X,X,X,X,
EPC\112.001,01/27/04 - 12:34,X,3.500,1.750,3198.82,2842.96,0.05,0.05,3198.82,2842.96,X,22,1.05,X,320000,71.429,X,01/27/04 - 13:02,10450,4122,23301,-20600,11.9,56.4,14.400,14.51,8.2,42.1,20600.4,243874.0,0,X,X,X,X,132,132,100,51.8,
EPC\112.002,01/27/04 - 13:03,X,3.500,1.750,3198.82,2842.96,0.05,0.05,3198.82,2842.96,X,22,1.05,X,320000,71.000,X,01/27/04 - 13:07,10756,3513,5017,-1138,2.1,66.8,3.727,X,24.0,32.0,1137.6,108550.8,0,9262,5483,5277,2729,X,X,X,X,
EPC\139.001,04/29/04 - 09:54,X,3.500,2.750,3280.84,3280.84,0.05,0.05,3280.84,3280.84,X,20,1.05,X,228000,62.757,X,04/29/04 - 10:28,19471,5172,12444,170,6.0,42.6,6.593,75.87,32.4,188.1,170.5,193459.8,0,16343,6389,7342,7927,323,223,69,96.9,
EPC\140.002,04/30/04 - 14:57,X,3.500,2.750,3418.64,3418.64,0.05,0.05,3418.64,3418.64,X,40,1.05,X,160000,48.069,X,04/30/04 - 15:52,11135,5407,3601,-45,2.7,42.7,7.287,96.38,41.1,264.4,44.9,69762.7,4,8945,6550,6647,9239,1945,1890,97,867.7,
EPC\16.001,05/01/04 - 10:49,X,3.500,2.750,3605.64,2809.69,0.05,0.05,3605.64,2809.69,X,20,1.05,X,114000,64.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1275,1275,100,499.0,
EPC\16.002,05/01/04 - 11:12,X,3.500,2.750,3605.64,2809.69,0.02,0.02,3605.64,2809.69,X,20,1.05,X,114000,64.000,X,05/01/04 - 11:31,5821,3546,193,-1777,1.8,64.2,5.863,X,63.2,326.8,1776.7,54979.7,0,4540,5429,4224,7168,X,X,X,X,
EPC\162.001,05/02/04 - 08:35,X,3.500,2.750,1315.00,1315.00,0.05,0.05,1315.00,1315.00,X,29,1.05,X,114000,64.000,X,05/02/04 - 09:01,6202,1657,2999,-317,3.2,61.8,6.316,98.25,60.7,338.0,317.2,74197.9,0,4928,2573,2488,3069,570,537,94,224.5,
EPC\166.001,01/01/02 - 15:57,X,3.500,2.250,1553.00,1553.00,0.05,0.05,1553.00,1553.00,X,20,1.05,X,114000,40.000,X,01/01/02 - 16:20,5813,1928,2047,-72,2.0,38.2,11.180,68.47,26.1,172.6,72.1,54977.1,0,4964,3016,3249,2565,273,222,81,139.0,
EPC\166.002,04/28/04 - 10:31,X,3.500,2.250,1553.00,1553.00,0.05,0.05,1553.00,1553.00,X,20,1.05,X,114000,40.296,X,04/28/04 - 11:00,6190,1793,2355,-176,2.3,38.0,10.286,74.16,28.2,171.3,175.9,49250.7,0,5140,3001,3141,2655,171,155,90,129.3,
EPC\17.001,04/27/04 - 11:25,X,3.500,2.750,3946.85,2528.09,0.05,0.05,3946.85,2528.09,X,20,1.05,X,320000,83.000,X,04/27/04 - 12:09,15921,3381,10392,470,7.7,67.5,6.897,37.23,25.1,152.9,469.9,253511.2,0,13691,4001,6019,6261,91,53,58,36.2,
EPC\19.001,01/27/04 - 08:55,X,3.500,2.250,3402.23,2699.90,0.05,0.05,3402.23,2699.90,X,22,1.05,X,320000,83.336,X,01/27/04 - 09:55,13247,3913,6139,-560,6.7,74.7,7.059,32.89,24.6,102.4,560.5,183809.5,0,9885,5245,6939,4285,1474,407,28,173.1,
EPC\19.003,01/27/04 - 08:55,X,3.500,2.250,3402.23,2699.90,0.05,0.05,3402.23,2699.90,X,22,1.05,X,320000,83.336,X,01/27/04 - 09:55,13247,3913,6139,-560,6.7,74.7,7.059,32.89,24.6,102.4,560.5,183809.5,0,9885,5245,6939,4285,1474,407,28,173.1,
EPC\194.001,04/28/04 - 17:58,X,2.875,2.250,1916.00,1755.38,0.05,0.05,1916.00,1755.38,X,20,1.05,X,160000,40.296,X,04/28/04 - 18:13,4523,991,558,-2011,2.1,38.2,9.326,66.11,25.3,139.1,2011.3,62089.0,0,3263,3409,2060,2899,46,42,91,98.7,
EPC\20.001,01/27/04 - 11:33,X,2.875,1.750,3989.50,2926.51,0.05,0.05,3989.50,2926.51,X,22,1.05,X,320000,102.857,X,01/27/04 - 11:47,11172,3054,5247,-993,7.1,93.9,6.870,90.53,85.0,208.5,993.0,212120.7,0,8255,5683,5167,2814,X,X,X,X,
EPC\20.004,01/27/04 - 11:33,X,2.875,1.750,3989.50,2926.51,0.05,0.05,3989.50,2926.51,X,22,1.05,X,320000,102.857,X,01/27/04 - 11:47,11172,3054,5247,-993,7.1,93.9,6.870,90.53,85.0,208.5,993.0,212120.7,0,8255,5683,5167,2814,X,X,X,X,
EPC\201.001,01/01/02 - 11:30,X,3.500,2.750,1910.00,1431.20,0.02,0.02,1910.00,1431.20,X,20,1.05,X,160000,54.000,X,01/01/02 - 11:54,5577,1939,1807,-406,3.3,53.6,11.921,X,53.4,561.0,405.7,63949.1,0,3532,2771,3439,3468,709,208,29,208.3,
EPC\203.001,04/28/04 - 08:50,X,3.500,2.500,1843.00,1517.02,0.05,0.05,1843.00,1517.02,X,20,1.05,X,160000,64.000,X,04/28/04 - 09:33,7285,2492,2902,-215,3.2,61.5,9.836,23.70,14.6,104.4,214.7,68982.7,0,4957,2937,4083,3174,49,36,73,98.6,
EPC\212.002,04/28/04 - 16:55,X,3.500,2.750,1554.00,1304.00,0.05,0.05,1554.00,1304.00,X,20,1.05,X,160000,40.296,X,04/28/04 - 17:19,8622,2160,5401,-10,2.9,37.5,6.452,1.00,0.4,2.1,10.3,59594.9,0,7217,2579,5979,3206,332,332,100,208.5,
EPC\23.001,11/11/04 - 22:38,X,3.500,2.750,3067.59,3067.59,0.05,0.05,3067.59,3067.59,X,20,1.05,X,114000,54.000,X,11/11/04 - 23:07,2688,1682,-3443,-4274,0.5,53.8,9.474,5.05,2.7,22.7,4273.9,22674.0,0,2115,5877,2109,8290,587,587,100,230.1,
EPC\23.002,11/17/04 - 21:52,X,3.500,2.750,3067.59,3067.59,0.05,0.05,3067.59,3067.59,X,20,1.05,X,114000,54.000,X,11/17/04 - 21:54,12541,2973,6006,-1487,6.8,43.3,8.696,X,40.8,312.6,1486.5,152773.6,0,10893,5877,5170,8290,415,415,100,215.0,
EPC\36.001,02/23/03 - 13:11,X,3.500,1.750,5948.16,2269.22,0.05,0.05,5948.16,2269.22,X,20,1.05,X,228000,54.000,X,02/23/03 - 13:45,10487,1381,5184,-2889,3.4,42.0,5.806,30.80,13.0,26.9,2889.0,106541.4,0,8419,4452,3009,2344,5,5,100,21.1,
EPC\37.001,01/26/04 - 14:02,X,2.875,2.250,8355.97,4471.78,0.05,0.05,8355.97,4471.78,X,22,1.05,X,228000,86.487,X,01/26/04 - 14:06,11109,3547,1692,-4077,5.5,82.6,7.692,42.76,35.3,160.3,4077.0,386487.3,0,X,X,X,X,X,X,X,X,
EPC\37.002,01/26/04 - 14:12,X,2.875,2.250,4471.78,2789.73,0.05,0.05,4471.78,2789.73,X,22,1.05,X,228000,86.487,X,01/26/04 - 14:20,11244,3484,5403,-934,5.9,82.9,7.692,99.81,82.7,375.5,933.7,170447.5,0,7396,5462,5664,4436,X,X,X,X,
EPC\37.003,01/28/04 - 11:41,X,2.875,2.250,4471.78,2789.73,0.05,0.05,4471.78,2789.73,X,22,1.05,X,228000,86.487,X,01/28/04 - 11:41,9808,3180,1940,-942,4.7,86.1,7.595,X,86.1,386.0,941.6,168056.8,0,X,X,X,X,X,X,X,X,
EPC\37.004,01/28/04 - 11:56,X,2.875,2.250,4471.78,2789.73,0.05,0.05,4471.78,2789.73,X,22,1.05,X,228000,86.000,X,01/28/04 - 12:09,10429,3984,2643,-766,5.6,85.3,7.563,99.57,84.9,379.0,766.0,172445.2,0,X,X,X,X,X,X,X,X,
EPC\37.006,01/28/04 - 12:53,X,2.875,2.250,4471.78,2789.73,0.05,0.05,4471.78,2789.73,X,22,1.05,X,228000,86.000,X,01/28/04 - 12:55,9694,4291,2063,-501,4.5,84.8,7.595,41.88,35.5,159.3,500.6,143423.2,0,6518,5462,5401,4436,X,X,X,X,
EPC\59.001,04/29/04 - 16:00,X,3.500,2.250,3946.85,3946.85,0.05,0.05,3946.85,3946.85,X,29,1.05,X,228000,46.665,X,04/29/04 - 16:15,12090,6757,3612,-265,2.1,38.6,6.294,X,32.8,122.0,265.2,121753.6,0,10651,7750,7933,5991,2162,1736,80,653.0,
EPC\59.005,04/29/04 - 16:00,X,3.500,2.250,3946.85,3946.85,0.05,0.05,3946.85,3946.85,X,29,1.05,X,228000,46.665,X,04/29/04 - 16:15,12090,6757,3612,-265,2.1,38.6,6.294,X,32.8,122.0,265.2,121753.6,0,10651,7750,7933,5991,2162,1736,80,653.0,
EPC\60.002,04/30/04 - 11:22,X,3.500,2.500,3953.41,3953.41,0.05,0.05,3953.41,3953.41,X,29,1.05,X,160000,64.000,X,04/30/04 - 11:29,14509,7036,5731,429,3.0,52.8,4.986,X,44.2,160.5,429.0,149566.7,0,12623,7751,8546,7503,X,X,X,X,
EPC\61.001,04/29/04 - 16:37,X,3.500,2.500,4721.13,4721.13,0.05,0.05,4721.13,4721.13,X,29,1.05,X,228000,54.000,X,04/29/04 - 17:15,19000,7714,8944,-354,3.5,30.7,6.081,84.23,25.8,114.4,353.7,127431.6,0,16002,9219,9330,9237,220,163,74,86.6,
EPC\62.001,04/30/04 - 09:46,X,3.500,1.750,4176.51,4176.51,0.05,0.05,4176.51,4176.51,X,29,1.05,X,160000,64.000,X,04/30/04 - 09:55,13291,7272,3616,198,2.4,57.3,7.595,32.48,18.6,50.5,197.6,94173.8,0,11591,8189,8564,3881,X,X,X,X,
EPC\63.002,04/29/04 - 15:17,X,3.500,1.750,4560.37,4560.37,0.05,0.05,4560.37,4560.37,X,29,1.05,X,228000,59.460,X,04/29/04 - 15:38,10528,8311,1332,-174,0.9,61.0,4.306,1.00,0.6,0.9,174.4,56845.9,0,10199,8738,9504,4991,X,X,X,X,
EPC\65.001,01/02/02 - 10:25,X,3.500,2.250,2513.12,2513.12,0.05,0.05,2513.12,2513.12,X,20,1.05,X,160000,54.000,X,01/02/02 - 10:56,11023,3092,4116,-363,4.0,48.9,11.613,48.73,23.8,163.4,363.3,115424.3,0,8880,4894,6282,4064,132,93,70,39.0,
EPC\75.001,04/26/04 - 09:23,X,3.500,2.750,3001.97,3001.97,0.05,0.05,3001.97,3001.97,X,20,1.05,X,160000,54.000,X,04/26/04 - 10:01,12110,3788,5306,-490,7.3,49.6,10.405,1.00,0.5,4.6,490.3,99941.3,0,8330,5845,5475,7258,1549,1549,100,671.9,
EPC\87.001,01/02/02 - 11:34,X,3.500,2.250,2992.13,2992.13,0.05,0.05,2992.13,2992.13,X,20,1.05,X,320000,83.000,X,01/02/02 - 12:06,11514,4070,3955,15,4.1,76.3,7.258,56.00,42.7,183.1,15.1,462595.1,0,9725,5825,6109,4849,526,326,62,130.5,
EPC\88.001,01/02/02 - 09:41,X,3.500,2.750,2847.77,2847.77,0.05,0.05,2847.77,2847.77,X,20,1.05,X,160000,54.000,X,01/02/02 - 10:00,12150,3780,5654,-376,4.4,44.2,7.725,X,34.1,232.0,375.8,133542.8,0,10459,5537,5539,6961,927,650,70,256.1,
EPC\88.003,04/27/04 - 17:10,X,3.500,2.750,2716.54,2716.54,0.05,0.05,2716.54,2716.54,X,20,1.05,X,228000,44.000,X,04/27/04 - 17:42,11261,3828,5071,-308,3.6,36.6,7.595,91.35,33.4,223.7,308.1,103258.5,5,9351,5256,5248,6878,1217,1217,100,476.7,
EPC\95.001,04/27/04 - 08:53,X,3.500,2.750,2644.36,2147.54,0.05,0.05,2644.36,2147.54,X,20,1.05,X,160000,54.000,X,04/27/04 - 09:25,9849,1934,5056,-1669,3.9,47.5,5.882,71.07,33.7,175.0,1668.6,103465.0,0,7522,4221,4068,5467,1367,1367,100,533.9,
