Well,Date,Well,Tubing OD (in),Plunger Diameter (in),Pump Intake Depth (ft),Pump Intake Depth TVD (ft),Damp Up,Damp Down,Formation Depth (ft),Formation Depth TVD (ft),Tubing Pressure (psi (g)),Oil API (deg.API),Water Specific Gravity (Sp.Gr.H2O),Gas Specific Gravity (Sp.Gr.AIR),Gearbox Rating (in-lb),Measured Stroke Length (in),Rated HP (HP),Dynamometer Date,PPRL (lb),MPRL (lb),PPMPL (lb),MPMPL (lb),Polished Rod Power (HP),Plunger Stroke (in),SPM (spm),Pump Volumetric Fillage (%),Effective Plunger Stroke (in),Pump Displacement (BBL/D),Unaccounted Friction (lb),Gearbox Peak Existing (in-lb),Stroke,Measured Load TV (lbf),Calculate Buoyant Rod Weight (lbf),Measured Load SV (lbf),Calc. Fluid Load (lbf),Total Gaseous Liquid Column HT (TVD) (ft),Equivalent Gas Free Liquid HT (TVD) (ft), 216223759quid (%),Pump Intake Pressure (psi (g)),
Hana\Hana-10.077,09/18/13 - 09:36,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1654,1654,100,611.6,
Hana\Hana-10.078,09/21/13 - 09:23,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1622,1622,100,599.6,
Hana\Hana-10.079,09/25/13 - 07:32,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1653,1653,100,612.0,
Hana\Hana-10.080,09/28/13 - 08:15,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1604,1604,100,594.0,
Hana\Hana-10.081,10/02/13 - 09:50,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1685,1685,100,622.7,
Hana\Hana-10.082,10/05/13 - 09:22,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1704,1704,100,628.4,
Hana\Hana-10.083,10/09/13 - 07:56,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1690,1690,100,624.1,
Hana\Hana-10.084,10/12/13 - 08:20,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1637,1637,100,605.3,
Hana\Hana-10.085,10/16/13 - 09:45,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1431,1431,100,529.5,
Hana\Hana-10.086,10/19/13 - 09:20,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1724,1724,100,636.3,
Hana\Hana-10.087,10/23/13 - 09:31,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1729,1729,100,637.6,
Hana\Hana-10.088,10/26/13 - 08:51,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1700,1700,100,627.2,
Hana\Hana-10.089,10/30/13 - 13:46,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1776,1680,94,619.8,
Hana\Hana-10.090,11/02/13 - 08:40,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1852,1852,100,682.3,
Hana\Hana-10.091,11/05/13 - 07:33,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,11/05/13 - 07:41,11238,7647,85,-984,2.4,148.7,7.200,100.00,148.7,382.3,983.7,754329.2,18,8021,9657,9163,5358,3219,3219,100,1173.3,
Hana\Hana-10.092,11/09/13 - 09:34,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1475,1475,100,545.1,
Hana\Hana-10.093,11/16/13 - 09:39,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2081,1989,95,732.8,
Hana\Hana-10.094,11/17/13 - 15:20,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,11/17/13 - 15:20,16449,7001,3658,-645,11.2,144.0,7.171,99.47,143.2,366.7,645.0,1034128.0,15,9139,9657,6175,5358,X,X,X,X,
Hana\Hana-10.095,11/20/13 - 09:14,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2286,2286,100,840.5,
Hana\Hana-10.096,11/23/13 - 13:45,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2084,2004,96,738.4,
Hana\Hana-10.097,11/27/13 - 11:18,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1698,1698,100,627.0,
Hana\Hana-10.098,11/30/13 - 14:53,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3223,3223,100,1178.0,
Hana\Hana-10.099,12/04/13 - 10:31,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1505,1505,100,556.2,
Hana\Hana-10.100,12/07/13 - 11:04,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1665,1665,100,613.9,
Hana\Hana-10.101,12/11/13 - 11:01,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1569,1410,89,520.8,
Hana\Hana-10.102,12/14/13 - 10:21,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1706,1496,87,552.2,
Hana\Hana-10.103,12/18/13 - 10:08,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1485,1485,100,547.8,
Hana\Hana-10.104,12/19/13 - 16:12,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1500,1500,100,553.4,
Hana\Hana-10.105,12/21/13 - 10:10,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1439,1439,100,532.6,
Hana\Hana-10.106,12/25/13 - 14:25,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1445,1445,100,536.9,
Hana\Hana-10.107,12/28/13 - 14:42,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1529,1529,100,570.1,
Hana\Hana-10.108,01/01/14 - 09:32,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1427,1427,100,524.8,
Hana\Hana-10.109,01/04/14 - 09:51,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1777,1777,100,652.5,
Hana\Hana-10.110,01/08/14 - 14:58,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1501,1434,95,526.2,
Hana\Hana-10.111,01/11/14 - 11:27,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1476,1476,100,542.1,
Hana\Hana-10.112,01/18/14 - 08:51,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1411,1365,97,504.6,
Hana\Hana-10.113,01/25/14 - 13:46,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2453,2453,100,900.4,
Hana\Hana-10.114,01/26/14 - 08:27,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,01/26/14 - 08:27,12296,8325,1856,-488,4.7,142.0,7.469,63.21,89.8,239.4,488.0,830493.9,19,15355,9657,12142,5358,X,X,X,X,
Hana\Hana-10.115,03/08/14 - 10:04,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1701,1701,100,608.0,
Hana\Hana-10.116,03/29/14 - 08:52,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3213,3213,100,1175.2,
Hana\Hana-10.117,04/01/14 - 07:50,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2338,2338,100,842.3,
Hana\Hana-10.118,04/05/14 - 14:17,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2764,2764,100,1014.2,
Hana\Hana-10.119,04/08/14 - 10:28,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,04/08/14 - 10:28,19625,9110,7327,-509,8.9,127.4,6.950,8.54,10.9,27.0,509.4,1473969.9,11,13656,9657,7744,5358,X,X,X,X,
Hana\Hana-10.120,04/12/14 - 09:03,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,829,829,100,306.9,
Hana\Hana-10.121,04/19/14 - 16:11,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1802,1802,100,645.1,
Hana\Hana-10.122,04/26/14 - 08:30,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2317,2204,95,793.6,
Hana\Hana-10.123,05/10/14 - 08:39,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2244,2145,95,789.5,
Hana\Hana-10.124,05/24/14 - 07:42,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1518,1518,100,559.7,
Hana\Hana-10.125,05/27/14 - 16:46,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,05/27/14 - 16:46,12305,8395,757,-495,2.3,146.1,7.287,14.61,21.4,55.6,495.4,800506.6,18,19680,9657,14184,5358,X,X,X,X,
Hana\Hana-10.126,06/14/14 - 10:18,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2080,1919,92,708.0,
Hana\Hana-10.127,06/16/14 - 07:05,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,06/16/14 - 07:12,11091,7796,41,-1132,2.3,146.2,7.258,100.00,146.2,379.0,1132.0,728501.8,0,13216,9657,10699,5358,2498,2498,100,918.3,
Hana\Hana-10.128,06/21/14 - 09:08,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2031,2031,100,748.1,
Hana\Hana-10.129,06/28/14 - 10:23,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2027,1781,87,657.2,
Hana\Hana-10.130,07/12/14 - 08:11,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3940,3940,100,1436.3,
Hana\Hana-10.131,07/12/14 - 08:30,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2112,2112,100,777.2,
Hana\Hana-10.132,07/19/14 - 07:30,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2123,2123,100,781.3,
Hana\Hana-10.133,07/26/14 - 08:23,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2821,2821,100,1020.7,
Hana\Hana-10.134,07/28/14 - 11:09,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2860,2860,100,1035.2,
Hana\Hana-10.135,07/28/14 - 11:21,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,07/28/14 - 11:21,15996,9348,3993,-144,3.6,138.8,7.229,2.55,3.5,9.1,143.8,1171506.2,21,11769,9657,9657,5358,X,X,X,X,
Hana\Hana-10.136,08/02/14 - 07:17,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2839,2839,100,1027.3,
Hana\Hana-10.137,08/08/14 - 10:22,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3186,3186,100,1164.4,
Hana\Hana-10.138,08/09/14 - 14:39,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2864,2864,100,1049.0,
Hana\Hana-10.139,10/25/14 - 07:46,Hana-10,3.500,1.750,4896.00,4896.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3194,3194,100,1167.1,
Hana\Hana-10.140,11/08/14 - 14:35,Hana-10,3.500,1.750,4898.00,4898.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2345,2266,97,834.7,
Hana\Hana-10.141,11/09/14 - 14:20,Hana-10,3.500,1.750,4898.00,4898.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2541,2541,100,934.1,
Hana\Hana-10.142,11/29/14 - 09:55,Hana-10,3.500,1.750,4898.00,4898.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2426,2393,99,879.5,
Hana\Hana-10.143,01/17/15 - 14:22,Hana-10,3.500,1.750,4898.00,4898.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2584,2584,100,948.2,
Hana\Hana-10.144,02/07/15 - 16:18,Hana-10,3.500,1.750,4898.00,4898.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2437,2437,100,896.3,
Hana\Hana-10.145,02/17/15 - 07:54,Hana-10,3.500,1.750,4898.00,4898.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2513,2513,100,922.7,
Hana\Hana-10.146,02/19/15 - 16:00,Hana-10,3.500,1.750,4898.00,4898.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2661,2001,74,738.9,
Hana\Hana-10.147,02/25/15 - 09:34,Hana-10,3.500,1.750,4898.00,4898.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3213,3213,100,1173.8,
Hana\Hana-10.148,03/28/15 - 09:22,Hana-10,3.500,1.750,4898.00,4898.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2871,2871,100,1046.1,
Hana\Hana-10.149,04/04/15 - 11:45,Hana-10,3.500,1.750,4898.00,4898.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3011,3011,100,1101.3,
Hana\Hana-10.150,04/05/15 - 13:20,Hana-10,3.500,1.750,4898.00,4898.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,144.000,X,04/05/15 - 13:33,15893,10764,2584,-125,3.6,140.9,6.250,1.84,2.6,5.8,125.3,1092172.1,0,11559,10768,10649,5360,2954,2954,100,1081.1,
Hana\Hana-10.151,04/09/15 - 11:46,Hana-10,3.500,1.750,4898.00,4898.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,80.653,X,04/09/15 - 11:46,15131,9735,2342,-1046,2.2,74.2,6.250,1.82,1.4,3.0,1045.8,883729.6,11,11186,10768,8128,5360,X,X,X,X,
Hana\Hana-10.152,04/09/15 - 11:54,Hana-10,3.500,1.750,4898.00,4898.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,80.653,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2987,2987,100,1093.3,
Hana\Hana-10.153,04/11/15 - 10:00,Hana-10,3.500,1.750,4898.00,4898.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,80.653,X,04/11/15 - 10:16,13710,8583,1083,-2001,1.9,74.8,6.294,81.15,60.7,136.4,2000.7,791318.4,31,12831,10768,11674,5360,2979,2979,100,1090.6,
Hana\Hana-10.154,04/25/15 - 10:01,Hana-10,3.500,1.750,4932.40,4932.40,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,80.653,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2472,2472,100,908.5,
