Well,Date,Well,Tubing OD (in),Plunger Diameter (in),Pump Intake Depth (ft),Pump Intake Depth TVD (ft),Damp Up,Damp Down,Formation Depth (ft),Formation Depth TVD (ft),Tubing Pressure (psi (g)),Oil API (deg.API),Water Specific Gravity (Sp.Gr.H2O),Gas Specific Gravity (Sp.Gr.AIR),Gearbox Rating (in-lb),Measured Stroke Length (in),Rated HP (HP),Dynamometer Date,PPRL (lb),MPRL (lb),PPMPL (lb),MPMPL (lb),Polished Rod Power (HP),Plunger Stroke (in),SPM (spm),Pump Volumetric Fillage (%),Effective Plunger Stroke (in),Pump Displacement (BBL/D),Unaccounted Friction (lb),Gearbox Peak Existing (in-lb),Stroke,Measured Load TV (lbf),Calculate Buoyant Rod Weight (lbf),Measured Load SV (lbf),Calc. Fluid Load (lbf),Total Gaseous Liquid Column HT (TVD) (ft),Equivalent Gas Free Liquid HT (TVD) (ft),-797585780quid (%),Pump Intake Pressure (psi (g)),
Hana\Hana-10.189,01/30/16 - 10:10,Hana-10,3.500,1.750,4925.00,4925.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,101.059,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2779,2779,100,1018.6,
Hana\Hana-10.190,02/13/16 - 08:52,Hana-10,3.500,1.750,4925.00,4925.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,101.059,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3071,3071,100,1123.5,
Hana\Hana-10.191,03/12/16 - 10:16,Hana-10,3.500,1.750,4925.00,4925.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,101.059,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1628,1628,100,601.8,
Hana\Hana-10.192,08/27/16 - 08:45,Hana-10,3.500,1.750,4925.00,4925.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,101.059,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2353,2353,100,859.4,
Hana\Hana-10.193,09/03/16 - 09:10,Hana-10,3.500,1.750,4925.00,4925.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,101.059,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2714,2714,100,990.6,
Hana\Hana-10.194,10/08/16 - 08:54,Hana-10,3.500,1.750,4925.00,4925.00,0.04709,0.04709,4804.00,4804.00,X,27,1.05,X,912000,101.059,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,2112,2112,100,771.2,
Hana\Hana-11.199,01/23/16 - 11:03,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,407,407,100,148.4,
Hana\Hana-11.200,01/27/16 - 10:54,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,01/27/16 - 11:06,23403,5681,8127,-301,27.8,135.8,9.278,89.39,121.4,664.8,300.9,1741353.3,0,16756,10486,9930,8868,443,430,97,164.1,
Hana\Hana-11.201,01/30/16 - 09:21,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,407,407,100,155.1,
Hana\Hana-11.202,02/06/16 - 09:07,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,398,398,100,152.2,
Hana\Hana-11.203,02/07/16 - 08:16,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,421,421,100,141.6,
Hana\Hana-11.204,02/07/16 - 08:27,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,02/07/16 - 08:27,23668,5683,8436,-252,28.6,134.2,9.278,91.11,122.3,669.7,251.6,1761329.1,0,9542,10486,859,8868,X,X,X,X,
Hana\Hana-11.205,02/13/16 - 09:05,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,493,483,98,184.0,
Hana\Hana-11.206,02/20/16 - 09:07,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,329,329,100,156.5,
Hana\Hana-11.207,02/20/16 - 09:17,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,353,353,100,165.0,
Hana\Hana-11.208,03/05/16 - 11:01,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,433,385,89,147.7,
Hana\Hana-11.209,03/19/16 - 09:10,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,615,615,100,233.6,
Hana\Hana-11.210,03/19/16 - 17:29,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,625,583,93,222.7,
Hana\Hana-11.211,03/26/16 - 13:34,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,622,622,100,237.1,
Hana\Hana-11.212,03/29/16 - 15:43,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,03/29/16 - 15:55,21900,5936,6332,-550,24.5,136.8,9.278,95.46,130.6,715.2,550.2,1597872.8,32,14411,10486,10779,8868,627,627,100,239.2,
Hana\Hana-11.213,04/02/16 - 10:25,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,634,581,92,221.4,
Hana\Hana-11.214,04/16/16 - 09:46,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,641,616,96,234.3,
Hana\Hana-11.215,04/23/16 - 08:43,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,652,635,97,241.0,
Hana\Hana-11.216,04/30/16 - 10:45,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,655,655,100,249.4,
Hana\Hana-11.217,05/14/16 - 07:55,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,636,636,100,241.9,
Hana\Hana-11.218,05/15/16 - 09:57,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,05/15/16 - 09:57,22255,5968,6831,-510,25.5,137.4,9.231,95.06,130.7,711.9,509.7,1630559.4,24,14193,10486,13753,8868,X,X,X,X,
Hana\Hana-11.219,05/21/16 - 09:31,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,623,623,100,237.3,
Hana\Hana-11.220,06/04/16 - 09:25,Hana-11,3.500,2.250,4902.00,4902.00,0.05051,0.05051,4923.00,4923.00,X,24.9,1.05,X,912000,144.563,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,896,877,98,331.7,
Hana\Hana-11.221,06/11/16 - 08:41,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,652,652,100,247.5,
Hana\Hana-11.222,06/18/16 - 07:58,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,605,595,98,226.4,
Hana\Hana-11.223,06/25/16 - 07:50,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,3792,3792,100,1399.7,
Hana\Hana-11.224,06/25/16 - 08:25,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,676,676,100,257.1,
Hana\Hana-11.225,07/02/16 - 08:21,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,642,642,100,244.8,
Hana\Hana-11.226,07/09/16 - 09:00,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,706,691,98,262.1,
Hana\Hana-11.227,07/16/16 - 10:49,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,695,659,95,250.6,
Hana\Hana-11.228,07/20/16 - 16:36,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,07/20/16 - 16:47,21761,5579,5960,-467,23.4,136.4,9.231,95.18,129.8,707.3,467.4,1594741.9,0,15786,10501,10501,8823,774,774,100,293.6,
Hana\Hana-11.229,07/22/16 - 10:13,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,07/22/16 - 10:24,21266,5747,6067,-858,22.4,133.8,9.231,93.33,124.8,680.2,858.2,1572919.4,34,14830,10501,12708,8823,726,726,100,275.5,
Hana\Hana-11.230,07/23/16 - 13:35,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,712,664,93,252.1,
Hana\Hana-11.231,08/13/16 - 09:15,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,770,770,100,292.2,
Hana\Hana-11.232,08/20/16 - 09:43,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,08/20/16 - 09:53,22034,5591,6511,-1106,25.0,133.4,9.231,94.81,126.5,689.4,1105.9,1629714.5,38,16437,10501,11814,8823,834,799,96,303.7,
Hana\Hana-11.233,08/27/16 - 08:00,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,859,859,100,325.9,
Hana\Hana-11.234,09/10/16 - 08:32,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,866,780,90,296.6,
Hana\Hana-11.235,09/11/16 - 10:28,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,09/11/16 - 10:40,22450,6126,6748,-170,25.5,137.7,9.184,95.49,131.5,712.8,170.0,1626179.9,50,X,X,X,X,840,764,91,290.2,
Hana\Hana-11.236,09/24/16 - 09:16,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1002,1002,100,379.6,
Hana\Hana-11.237,10/08/16 - 08:21,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,1583,1583,100,589.7,
Hana\Hana-11.238,10/17/16 - 13:29,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,914,914,100,346.4,
Hana\Hana-11.239,10/25/16 - 15:54,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,738,738,100,280.1,
Hana\Hana-11.240,10/28/16 - 15:29,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,773,773,100,293.5,
Hana\Hana-11.241,11/08/16 - 08:08,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,670,670,100,254.5,
Hana\Hana-11.242,11/19/16 - 08:44,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,645,628,97,238.6,
Hana\Hana-11.243,11/26/16 - 09:16,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,628,628,100,238.0,
Hana\Hana-11.244,12/03/16 - 08:51,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,12/03/16 - 08:58,21613,5895,6207,-551,23.5,136.6,9.184,93.75,128.1,694.5,550.9,1558443.9,24,14287,10501,10569,8823,627,627,100,237.6,
Hana\Hana-11.245,12/10/16 - 09:23,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,589,582,99,220.7,
Hana\Hana-11.246,12/19/16 - 09:08,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,583,583,100,221.5,
Hana\Hana-11.247,12/22/16 - 08:49,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,581,581,100,220.7,
Hana\Hana-11.248,12/31/16 - 10:49,Hana-11,3.500,2.250,4877.00,4877.00,0.05051,0.05051,4935.00,4935.00,X,24.9,1.05,X,912000,144.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,664,664,100,251.9,
Hana\Hana-13.129,07/09/16 - 09:51,Hana-13,X,X,X,X,0.04873,0.04873,4895.00,4895.00,X,25,1.05,X,X,100.000,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,4097,4097,100,X,
Hana\Hana-14.100,01/23/16 - 11:08,Hana-14,3.500,2.250,4630.00,4630.00,0.04697,0.04697,4826.00,482